URL,KEYWORDS,IMK
https://bhuvan-app1.nrsc.gov.in/ka_forest,"Bhuvan Karnataka Forest is a web platform dedicated to exploring and managing the forests of Karnataka, India. It offers interactive maps with layers like satellite imagery, forest cover, administrative boundaries, and infrastructure. Key features include: Live Fire Monitoring: Track real-time forest fire locations and their historical trends. Forest Asset Management: Track important assets like wildlife sanctuaries, plantations, and beat boundaries. Climate Vulnerability Assessment: Assess the vulnerability of different forest areas to climate change. Forest Fire Regime Analysis: Analyze historical fire data to understand fire patterns and identify risk zones. Discussion Forum: Connect with other users and share insights about Karnataka's forests. Downloadable Data: Access and download various forest-related datasets for further analysis. Bhuvan Karnataka Forest caters to a diverse audience, from nature enthusiasts to forest officers and researchers.","['web', 'platform', 'forests', 'maps', 'layers', 'satellite', 'imagery', 'forest', 'cover', 'boundaries', 'infrastructure', 'features', 'Monitoring', 'Track', 'time', 'forest', 'fire', 'locations', 'trends', 'assets', 'wildlife', 'sanctuaries', 'plantations', 'boundaries', 'vulnerability', 'forest', 'areas', 'climate', 'change', 'fire', 'data', 'fire', 'patterns', 'risk', 'zones', 'users', 'share', 'insights', 'forests', 'Data', 'Access', 'forest', 'datasets', 'analysis', 'caters', 'audience', 'nature', 'enthusiasts', 'forest', 'officers', 'researchers']"
https://bhuvan-app1.nrsc.gov.in/state/HR,"Bhuvan's Haryana viewer lets you explore this Indian state through interactive maps. Overlay satellite imagery, boundaries, and natural features like districts, cities, and villages. Gain deeper insights with data layers like population density, land cover, and water bodies. Uncover historical census details and points of interest like monuments and protected areas. Bhuvan: your window to vibrant Haryana's diverse landscape.","['viewer', 'state', 'maps', 'satellite', 'imagery', 'boundaries', 'features', 'districts', 'cities', 'villages', 'insights', 'data', 'layers', 'population', 'density', 'land', 'cover', 'water', 'bodies', 'Uncover', 'census', 'details', 'points', 'interest', 'monuments', 'areas', 'Bhuvan', 'window', 'landscape']"
https://bhuvan-app1.nrsc.gov.in/saraswati/,"Bhuvan Saraswati delves into the mystery of the ancient Saraswati River in India. Explore interactive maps showcasing its path through satellite imagery, palaeochannels, and archaeological sites. Access detailed information on Harappan civilization sites, groundwater resources, and geological data. Gain insights into its historical significance, potential location, and the ongoing debate about its disappearance. This platform fosters exploration and understanding of this intriguing piece of Indian history.","['mystery', 'maps', 'path', 'satellite', 'imagery', 'palaeochannels', 'sites', 'Access', 'information', 'civilization', 'sites', 'groundwater', 'resources', 'data', 'Gain', 'insights', 'significance', 'location', 'debate', 'disappearance', 'platform', 'fosters', 'exploration', 'understanding', 'piece', 'history']"
https://bhuvan-app1.nrsc.gov.in/web_view/index.php,"Bhuvan's web viewer opens a window to explore India's diverse landscapes via interactive maps. Choose from satellite imagery, forest cover, administrative boundaries, and more to customize your view. Dive into specific regions with features like satellite data downloads, terrain measurements, and even information on points of interest like monuments and protected areas. Whether you're a curious explorer, researcher, or citizen planner, Bhuvan empowers you to navigate and understand India's vast geographical tapestry.","['web', 'viewer', 'window', 'landscapes', 'maps', 'satellite', 'imagery', 'forest', 'cover', 'boundaries', 'view', 'regions', 'features', 'satellite', 'data', 'downloads', 'terrain', 'measurements', 'information', 'points', 'interest', 'monuments', 'areas', 'explorer', 'researcher', 'citizen', 'planner', 'tapestry']"
https://bhuvan-app1.nrsc.gov.in/pmjvk,"Has information about Pradhan Mantri Jan Vikas Karyakram. Users can view fieled data of all the states, districts and mandals on in all kinds of sectors like Animal Husbandry, DWS, Education, Health, Housing,mobilisation, sanitation, sports, etc. . It also contains information about all the active projects in these sectors","['information', 'Users', 'data', 'states', 'districts', 'mandals', 'kinds', 'sectors', 'mobilisation', 'sanitation', 'sports', 'information', 'projects', 'sectors']"
https://bhuvan-app1.nrsc.gov.in/anganwadi/,"The Ministry of Women & Child Development's Anganwadi platform, accessible through Bhuvan, provides a user-friendly interface for managing and visualizing field data related to Anganwadi centers. Users can log in and input a city name or latitude and longitude coordinates to access specific information. The tools available include the Field Data Viewer, allowing users to filter data by state, district, project, sector, AWCS (Anganwadi Centers), and AWWS (Anganwadi Worker and Supervisor). The platform's versatility is emphasized with the option to search by Anganwadi code for targeted inquiries. The geographic scope of 500 km on Bhuvan ensures comprehensive coverage. Users can also engage in discussions through the Discussion Forum, send mail, and access legends for better interpretation. The platform encourages collaboration and communication, fostering a supportive community within the Bhuvan environment.","['platform', 'user', 'interface', 'field', 'data', 'centers', 'Users', 'city', 'name', 'latitude', 'longitude', 'coordinates', 'information', 'tools', 'users', 'data', 'state', 'district', 'project', 'sector', 'platform', 'versatility', 'option', 'code', 'inquiries', 'scope', 'km', 'coverage', 'Users', 'discussions', 'mail', 'access', 'legends', 'interpretation', 'platform', 'collaboration', 'communication', 'community', 'environment']"
https://bhuvan-app3.nrsc.gov.in/corona/,"Has all the information about the active, recovered and disease corona virus patients. This website has this information for all the states","['information', 'disease', 'virus', 'patients', 'website', 'information', 'states']"
https://bhuvan-app1.nrsc.gov.in/moef_cris,"Bhuvan MOEF CRIS dives deep into India's environmental conservation efforts. Explore a centralized resource inventory across various centers through detailed information and location maps. Analyze data on pollution control boards, wildlife sanctuaries, zoos, and botanical gardens. Access reports, monitor pollution levels, and even track greening initiatives. This platform empowers you to understand and engage in India's environmental journey. The Centralised Resource Inventory System (CRIS) by the Ministry of Environment, Forest, and Climate Change is a comprehensive platform facilitating resource management. Users can input a city or geographical coordinates to access information on various entities, including Autonomous Bodies, Centres of Excellence, ENVIS Centres, Focal Points, Institutes, Ministries, Public Sector Undertakings, and Regional Offices. The system categorizes resources under different branches such as Regional Centre for Botanical Survey of India (BSI), Regional Centre for Zoological Survey of India (ZSI), Regional Office for Forest Survey of India (FSI), Regional Office for Wildlife Crime Control Bureau (WCCB), and Regional Centre for National Afforestation and Eco-Development Board (NAEB). The left panel allows users to toggle visibility for a more focused view. Overall, CRIS serves as a centralized hub for managing and accessing environmental and forestry-related information.","['conservation', 'efforts', 'resource', 'inventory', 'centers', 'information', 'location', 'maps', 'data', 'pollution', 'control', 'boards', 'wildlife', 'sanctuaries', 'zoos', 'gardens', 'Access', 'reports', 'pollution', 'levels', 'initiatives', 'platform', 'journey', 'platform', 'resource', 'management', 'Users', 'city', 'coordinates', 'information', 'entities', 'system', 'resources', 'branches', 'panel', 'users', 'visibility', 'view', 'CRIS', 'hub', 'forestry', 'information']"
https://bhuvan-app1.nrsc.gov.in/2dresources/bhuvanstore.php,"Bhuvan Store offers a treasure trove of satellite data for India. Download high-resolution imagery from various satellites like Cartosat and Resourcesat. Access data covering terrain, land cover, vegetation, and water bodies across different resolutions and time periods. Bhuvan Store empowers researchers, planners, and anyone interested in India's diverse landscape to analyze and visualize geospatial data for their specific needs.","['treasure', 'trove', 'satellite', 'data', 'resolution', 'imagery', 'satellites', 'Access', 'data', 'terrain', 'land', 'cover', 'vegetation', 'water', 'bodies', 'resolutions', 'time', 'periods', 'researchers', 'planners', 'landscape', 'data', 'needs']"
https://bhuvan-app1.nrsc.gov.in/rbi,"Bhuvan RBI - To Support RBI for mapping and effective management for all banks in India. Geotagging initiative is taken up using an android app to precisely locate RBI various banking units like Branch/ATMs/Administrative Office/Electronic Kiosk etc,. through Bhuvan Geoportal. Portal provides facility to visualise asset spread in the context of high resolution image backdrop with GIS analytical capabilities. This mapping system is a collaborative effort between Reserve Bank of India and National Remote Sensing Center, ISRO.","['RBI', 'mapping', 'management', 'banks', 'initiative', 'app', 'banking', 'units', 'facility', 'asset', 'context', 'resolution', 'image', 'backdrop', 'capabilities', 'mapping', 'system', 'effort']"
https://bhuvan-app1.nrsc.gov.in/sitemap,"Bhuvan provides a plethora of tools and information across India through various portals. Explore diverse landscapes with interactive maps, from state viewers and specific regions like Himachal Pradesh forests to thematic data on land use and disaster management. Track fires, analyze climate impacts, visualize infrastructure, and delve into historical data. Bhuvan caters to everyone, from casual explorers to researchers and government officials, empowering them to understand and manage India's land, resources, and natural wonders. It is basically a geo governance platform.","['plethora', 'tools', 'information', 'portals', 'landscapes', 'maps', 'state', 'viewers', 'regions', 'forests', 'data', 'land', 'use', 'disaster', 'management', 'Track', 'fires', 'climate', 'impacts', 'visualize', 'infrastructure', 'data', 'Bhuvan', 'caters', 'explorers', 'researchers', 'government', 'officials', 'land', 'resources', 'wonders', 'governance', 'platform']"
https://bhuvan-app1.nrsc.gov.in/mhrd_ncert/sb/sb.php,"School Bhuvan is a web portal developed by ISRO in collaboration with the National Council of Educational Research and Training (NCERT) in India. It offers interactive map-based learning experiences to enhance students' understanding of geography, natural resources, environmental issues, and sustainable development. Key features include: Interactive Maps: Explore maps of India with layers like satellite imagery, political boundaries, natural features, and thematic data. Level-Based Activities: Engage in exercises and tasks tailored to different levels of understanding, from basic map literacy to advanced spatial analysis. Curriculum Alignment: Resources and activities align with NCERT's curriculum for geography and environmental education. Air Quality Mapping: Explore interactive maps showcasing air quality data in Delhi, enabling students to visualize pollution patterns and understand its impact. Teacher Resources: Access lesson plans, teaching guides, and other resources to support educators in integrating geospatial technology into their classrooms. School Bhuvan aims to foster spatial thinking, environmental awareness, and informed decision-making among students, empowering them to become responsible citizens in a rapidly changing world.","['School', 'web', 'portal', 'collaboration', 'map', 'learning', 'experiences', 'students', 'understanding', 'geography', 'resources', 'issues', 'development', 'features', 'Maps', 'Explore', 'maps', 'layers', 'satellite', 'imagery', 'boundaries', 'features', 'data', 'Level', 'Activities', 'exercises', 'tasks', 'levels', 'understanding', 'map', 'literacy', 'analysis', 'Resources', 'activities', 'curriculum', 'geography', 'education', 'maps', 'air', 'quality', 'data', 'students', 'pollution', 'patterns', 'impact', 'Teacher', 'Resources', 'Access', 'lesson', 'plans', 'guides', 'resources', 'educators', 'technology', 'classrooms', 'thinking', 'awareness', 'decision', 'making', 'students', 'citizens', 'world']"
https://bhuvan-app1.nrsc.gov.in/tourism/tourism.php?tourismid=1,"Amritsar, historically known as Ramdaspur and colloquially as Ambarsar, stands as a significant city in the north-western part of India. Serving as the spiritual center for the Sikh religion, it also holds the administrative headquarters of the Amritsar district in Punjab. The city boasts a rich cultural and historical heritage, featuring renowned sites such as the iconic Golden Temple within the Harmandir Sahib Complex, the solemn Jalianwala Bagh, and various other religious landmarks like Gurudwaras and mosques. Amritsar offers diverse accommodation options, including Dharamshalas, Guest Houses, Hotels, and more. Visitors can explore not only religious and historical sites but also indulge in culinary delights at eateries, restaurants, and traditional Dhabas. Essential services like police stations, post offices, and healthcare facilities are well-integrated into the city, ensuring a convenient and enriching experience for tourists. The city's vibrant atmosphere, cultural significance, and architectural wonders make it a compelling destination for travelers seeking a blend of spirituality and heritage.","['city', 'north', 'part', 'center', 'religion', 'headquarters', 'district', 'city', 'heritage', 'sites', 'landmarks', 'mosques', 'accommodation', 'options', 'Visitors', 'sites', 'delights', 'eateries', 'restaurants', 'services', 'police', 'stations', 'post', 'offices', 'healthcare', 'facilities', 'city', 'experience', 'tourists', 'city', 'atmosphere', 'significance', 'wonders', 'destination', 'travelers', 'blend', 'spirituality', 'heritage']"
https://bhuvan-app1.nrsc.gov.in/municipal/municipal.php,"The Ludhiana Municipal Geographic Information System (GIS) on Bhuvan presents updated data for Block-27 of Zone – D, enhancing accessibility and information for residents and administrators. This platform offers a comprehensive view of municipal amenities, including banks, bus stands, cinemas, clubs, educational institutions, community centers, cremation/burial grounds, warehouses, municipal offices/residences, railway stations, and stadiums. The GIS tool provides residents with the ability to search for information using criteria such as ward, zone, block, locality, or house number, thereby enabling them to access details about specific areas within Ludhiana, Punjab. It serves as a valuable resource for citizens to understand ward-wise facilities, government schemes, and the grievance redressal system. The Ludhiana Municipal GIS on Bhuvan stands as a pivotal online planning tool, fostering better governance by facilitating administrators and planners in their decision-making processes.","['data', 'D', 'accessibility', 'information', 'residents', 'administrators', 'platform', 'view', 'amenities', 'banks', 'bus', 'stands', 'clubs', 'institutions', 'community', 'centers', 'cremation', 'burial', 'grounds', 'warehouses', 'offices', 'residences', 'railway', 'stations', 'stadiums', 'tool', 'residents', 'ability', 'information', 'criteria', 'ward', 'zone', 'block', 'locality', 'house', 'number', 'details', 'areas', 'resource', 'citizens', 'ward', 'facilities', 'government', 'schemes', 'grievance', 'redressal', 'system', 'planning', 'tool', 'governance', 'administrators', 'planners', 'decision', 'processes']"
https://bhuvan-app1.nrsc.gov.in/toll/morth_nhai.php,"Navigate India's highways with ease using Bhuvan Toll! Explore interactive maps showcasing national and state highways, overlaid with toll plaza locations and toll fee details. Plan your route ahead, estimate travel costs, and avoid surprises at the booth. This platform empowers drivers and travelers to optimize their journeys on India's vast network of toll roads.","['highways', 'ease', 'maps', 'state', 'highways', 'toll', 'plaza', 'locations', 'toll', 'fee', 'details', 'route', 'travel', 'costs', 'surprises', 'booth', 'platform', 'drivers', 'travelers', 'journeys', 'network', 'toll', 'roads']"
https://bhuvan-app1.nrsc.gov.in/walamtari/walamtari.php,Webpage contains a lot information about baselin studies on water use efficiency of irrigation projects,"['Webpage', 'lot', 'information', 'baselin', 'studies', 'water', 'use', 'efficiency', 'irrigation', 'projects']"
https://bhuvan-app1.nrsc.gov.in/mines/mines.php,"Bhuvan Mines delves into the world of mineral resources in India. Explore interactive maps showcasing mine locations across states, overlaid with data on minerals extracted, lease details, and production statistics. Access reports, visualize mining trends, and even identify potential new sites. This platform empowers policymakers, researchers, and anyone interested in India's mineral wealth to understand and analyze the mining landscape.","['world', 'mineral', 'resources', 'maps', 'mine', 'locations', 'states', 'data', 'minerals', 'lease', 'details', 'production', 'statistics', 'Access', 'reports', 'visualize', 'mining', 'trends', 'sites', 'platform', 'policymakers', 'researchers', 'mineral', 'wealth', 'mining', 'landscape']"
https://bhuvan-app1.nrsc.gov.in/agriculture/agri.php,"Bhuvan Agriculture serves as your India-wide farmhand, empowering you to explore and understand the agricultural landscape. Navigate detailed maps layered with land cover, water resources, irrigation networks, and even crop type. Track soil health, monitor droughts, and analyze agricultural trends. Access detailed information on agricultural schemes, markets, and research facilities. Bhuvan Agriculture empowers farmers, researchers, and anyone interested in India's food security to cultivate knowledge and manage resources for a thriving agricultural future.","['farmhand', 'landscape', 'maps', 'land', 'cover', 'water', 'resources', 'irrigation', 'networks', 'crop', 'type', 'Track', 'soil', 'health', 'monitor', 'droughts', 'trends', 'Access', 'information', 'schemes', 'markets', 'research', 'facilities', 'farmers', 'researchers', 'food', 'security', 'knowledge', 'resources', 'future']"
https://bhuvan-app1.nrsc.gov.in/deltas/index.php,"Dive into the fertile deltas of India with Bhuvan! Explore interactive maps showcasing the landforms, vegetation, and administrative boundaries of these vital ecosystems. Choose from the Mahanadi and Sunderbans deltas, and access detailed information on their hydrology, infrastructure, and conservation efforts. Track sediment flow, analyze land use patterns, and even contribute your own experiences. Bhuvan Deltas empowers you to explore, understand, and advocate for the sustainable future of these irreplaceable natural treasures.","['deltas', 'maps', 'landforms', 'vegetation', 'boundaries', 'ecosystems', 'information', 'hydrology', 'infrastructure', 'conservation', 'efforts', 'Track', 'sediment', 'flow', 'land', 'use', 'patterns', 'experiences', 'future', 'treasures']"
https://bhuvan-app1.nrsc.gov.in/cdma/index.php,"Bhuvan CDMA unlocks a detailed view of property tax data in Telangana. Explore interactive maps overlaid with satellite imagery, administrative boundaries, and property locations. Search by assessment number or district to access specific property details like type, area, and tax assessments. Monitor notifications, download data, and even get directions to specific locations. Bhuvan CDMA streamlines property tax management for authorities and empowers citizens to access information about their own valuable properties.","['view', 'property', 'tax', 'data', 'maps', 'satellite', 'imagery', 'boundaries', 'property', 'locations', 'Search', 'assessment', 'number', 'district', 'property', 'details', 'type', 'area', 'tax', 'assessments', 'notifications', 'download', 'data', 'directions', 'locations', 'property', 'tax', 'management', 'authorities', 'citizens', 'information', 'properties']"
https://bhuvan-app1.nrsc.gov.in/state/AP,"Explore Andhra Pradesh like never before with Bhuvan. Navigate detailed maps layered with satellite imagery, boundaries, and even housing infrastructure. Discover information on districts, cities, and villages. Delve deeper with data on population, land cover, and water resources. Uncover historical census details and points of interest like temples and protected areas.","['maps', 'satellite', 'imagery', 'boundaries', 'housing', 'infrastructure', 'Discover', 'information', 'districts', 'cities', 'villages', 'data', 'population', 'land', 'cover', 'water', 'resources', 'census', 'details', 'points', 'interest', 'temples', 'areas']"
https://bhuvan-app1.nrsc.gov.in/multilingual,This is a multi lingual tool for BHUVAN Website. It uses Central Authentication Services and Single Sign In Options to login and use the features.,"['tool', 'Options', 'features']"
https://bhuvan-app1.nrsc.gov.in/disaster/disaster.php?id=fire,"Bhuvan's disaster platform pinpoints active forest fires across India with real-time alerts. Explore interactive maps visualizing hotspots, overlaid with satellite imagery and administrative boundaries. Track historical trends, analyze fire risk zones, and access detailed reports for informed decision-making and proactive fire management. This empowers both authorities and individuals to anticipate, prepare for, and combat the destructive blaze of wildfires.","['disaster', 'platform', 'pinpoints', 'forest', 'fires', 'time', 'alerts', 'maps', 'hotspots', 'satellite', 'imagery', 'boundaries', 'Track', 'trends', 'fire', 'risk', 'zones', 'reports', 'decision', 'making', 'fire', 'management', 'empowers', 'authorities', 'individuals', 'blaze', 'wildfires']"
https://bhuvan-app1.nrsc.gov.in/shipping,This is a shipping related website of BHUVAN. It uses Central Authentication Services and Single Sign In Options to login and use the features.,"['shipping', 'website', 'Options', 'features']"
https://bhuvan-app1.nrsc.gov.in/rkvy/index.php,"The Rashtriya Krishi Vikas Yojana (RKVY), a flagship scheme of the Department of Agriculture, Cooperation, and Farmers Welfare under the Ministry of Agriculture and Farmers Welfare, has played a crucial role in driving and sustaining the growth of agriculture and allied sectors during the 11th and 12th Five Year plan periods. With over 12,000 projects sanctioned by states under RKVY, many of which involve infrastructure and asset creation, the initiative has taken a significant step forward through the implementation of Geo-tagging using Bhuvan Geoportal Technologies. This involves the use of an Android app to precisely locate RKVY assets. The Geoportal not only facilitates the visualization of asset distribution against a high-resolution image backdrop but also incorporates GIS analytical capabilities. This advancement aims to enhance the precision and management of RKVY projects by utilizing modern geospatial technologies for effective monitoring and decision-making. The integration of Geo-tagging through Bhuvan Geoportal reflects a commitment to leveraging technology for optimizing the impact and efficiency of agricultural development initiatives.","['flagship', 'scheme', 'Cooperation', 'role', 'growth', 'agriculture', 'sectors', '12th', 'plan', 'periods', 'projects', 'states', 'infrastructure', 'asset', 'creation', 'initiative', 'step', 'implementation', 'tagging', 'use', 'app', 'assets', 'visualization', 'asset', 'distribution', 'resolution', 'image', 'backdrop', 'capabilities', 'advancement', 'precision', 'management', 'projects', 'technologies', 'monitoring', 'decision', 'making', 'integration', 'tagging', 'commitment', 'technology', 'impact', 'efficiency', 'development', 'initiatives']"
https://bhuvan-app1.nrsc.gov.in/aibp/aibp.php,"Bhuvan AIBP sheds light on India's irrigation project landscape. Explore interactive maps showcasing project locations across states, overlaid with data on project details, funding, and progress. Dive into reports, monitor project implementation, and track water flow through canals and reservoirs. This platform empowers government officials, researchers, and anyone interested in India's water security to analyze irrigation efforts and ensure the efficient distribution of this vital resource.","['light', 'irrigation', 'project', 'landscape', 'maps', 'project', 'locations', 'states', 'data', 'project', 'details', 'funding', 'progress', 'reports', 'project', 'implementation', 'water', 'flow', 'canals', 'reservoirs', 'platform', 'government', 'officials', 'researchers', 'water', 'security', 'irrigation', 'efforts', 'distribution', 'resource']"
https://bhuvan-app1.nrsc.gov.in/mwrds/index.php,"Bhuvan's MWRDS portal delves into India's water sector, weaving a tapestry of information through interactive maps and detailed reports. Navigate satellite imagery overlaid with water bodies, infrastructure, and administrative boundaries. Dive into specific watersheds, analyzing parameters like groundwater levels, irrigation networks, and water use patterns. Track progress of Integrated Watershed Management programs, access relevant datasets, and even contribute your own knowledge. Whether you're a policymaker, researcher, or concerned citizen, Bhuvan MWRDS empowers you to explore, understand, and contribute to managing this vital resource in a sustainable way.","['delves', 'water', 'sector', 'tapestry', 'information', 'maps', 'reports', 'satellite', 'imagery', 'water', 'bodies', 'infrastructure', 'boundaries', 'watersheds', 'parameters', 'groundwater', 'levels', 'irrigation', 'networks', 'water', 'use', 'patterns', 'Track', 'progress', 'programs', 'datasets', 'knowledge', 'policymaker', 'researcher', 'citizen', 'resource', 'way']"
https://bhuvan-app1.nrsc.gov.in/pmgsy/home/index.php,"Bhuvan PMGSY takes you on a journey through India's rural roads, mapping the progress of the Pradhan Mantri Gram Sadak Yojana. Navigate interactive maps showcasing completed and ongoing road projects, overlaid with satellite imagery and administrative boundaries. Track construction progress, measure distances, and access detailed project information like length, cost, and beneficiary villages. Bhuvan PMGSY empowers you to witness the transformation of rural India, connecting remote communities and paving the way for increased development.","['journey', 'roads', 'progress', 'maps', 'showcasing', 'road', 'projects', 'satellite', 'imagery', 'boundaries', 'Track', 'construction', 'progress', 'measure', 'distances', 'project', 'information', 'length', 'cost', 'beneficiary', 'villages', 'transformation', 'communities', 'way', 'development']"
https://bhuvan-app1.nrsc.gov.in/collaboration/,"Bhuvan collaborates with diverse agencies to enrich its platform with local expertise. From tourism boards sharing information on scenic spots to forest departments tracking wildlife and managing resources, each collaboration unlocks a new layer of understanding about India's landscapes and infrastructure. This network empowers Bhuvan to offer a comprehensive and ever-evolving view of the nation, promoting informed decision-making and sustainable development.","['agencies', 'platform', 'expertise', 'tourism', 'boards', 'information', 'spots', 'departments', 'wildlife', 'managing', 'resources', 'collaboration', 'layer', 'understanding', 'landscapes', 'infrastructure', 'network', 'view', 'nation', 'decision', 'making', 'development']"
